com.samsung.health.food_info,6233003,6
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
124.0,1.1111112,0.0,0.0,49.0,"209 kcal, por 100g",,fatsecret-34483,52,46.0,0.0,5.66,2023-09-17 18:42:09.931,2020-12-27 15:33:59.752,2.158,13.49,1.29,3.7777777,"Carne da Sobrecoxa de Frango (Assado, Cozido)",0.0,,0.46153846,109.0,"sobrecoxa, ossos e pele removidos",,xoyixJvqZs,g,1.576,,com.sec.android.app.shealth,0.0,0.4778157,a6d2de18-42df-4c2d-b216-8661ca0ad07b,1,
,0.0,0.0,0.0,,"167 kcal, por 1 porção (40g)",,fatsecret-31956055,40,56.0,9.2,7.4,2023-08-21 18:59:21.926,2023-08-21 18:59:21.926,,11.0,,0.0,Barra de Proteína Sabor Churros(Growth Supplements),,,0.0,167.0,porção,,xoyixJvqZs,g,5.2,,com.sec.android.app.shealth,14.0,0.23952095,22cde225-125d-4f7c-88d3-7390380befe4,1,
,0.0,0.0,0.0,,"100 kcal, por 1 barra (30g)",,fatsecret-29775792,30,2.0,9.1,2.7,2023-08-28 01:27:54.531,2023-08-23 14:31:49.878,,9.0,,0.0,Barra de Proteína de Chocolate(Growth Supplements),,,0.0,100.0,porção,,xoyixJvqZs,g,0.6,0.0,com.sec.android.app.shealth,10.0,0.3,b7b4d6ad-881b-4669-aef2-b2b794daa355,1,
,,,,0.0,"14 kcal, por 1 colher de sopa (12g)",,fatsecret-3921617,12,120.0,0.0,0.0,2020-12-28 00:10:44.437,2020-12-28 00:10:44.437,,0.0,,,Ketchup(Heinz),,,,14.0,porção,,yfgkJHa6g4,g,0.0,0.0,com.sec.android.app.shealth,3.3,0.85714287,0f83ed11-b9be-4421-a171-bac06c7b8916,1,
11.0,0.0,0.11111111,0.0,0.0,"304 kcal, por 100g",,fatsecret-39536,21,1.0,0.0,0.0,2023-09-27 00:11:56.701,2023-09-18 19:38:43.667,0.0,0.06,0.0,0.5,Mel,17.25,,0.07692308,64.0,colher de sopa,,xoyixJvqZs,g,0.0,,com.sec.android.app.shealth,17.3,0.328807,746a0a33-d507-4776-a4ea-8272883641a5,1,
169.0,23.777779,3.5555556,0.0,0.0,"65 kcal, por 100g",,fatsecret-36665,100,35.0,4.4,0.15,2023-09-07 01:54:02.815,2023-09-07 01:54:02.815,0.01,2.86,0.072,4.5555553,Legumes Cozidos,3.16,,1.9230769,65.0,g,,xoyixJvqZs,g,0.031,,com.sec.android.app.shealth,13.09,1.5423728,bb5a8e90-82e3-4183-b9cb-a277c6b9cb40,100,
35.0,0.33333334,0.0,0.0,14.0,"203 kcal, por 101g",,fatsecret-1715,17,70.0,0.0,1.37,2023-09-05 22:41:48.908,2023-08-26 16:01:09.173,0.44,5.14,0.3,1.1111112,Asa de Frango (Pele Não Consumida),0.0,,0.23076923,34.0,"pequena (produto após cozinhado, ossos e pele removidos)",,xoyixJvqZs,g,0.381,,com.sec.android.app.shealth,0.0,0.5,9374aa29-4146-4743-8fb1-df6b630e87f4,1,
30.0,1.0,1.0,,0.0,"306 kcal, por 100g",,fatsecret-33889,2,0.0,0.8,0.18,2020-12-28 21:21:54.946,2020-12-28 21:21:54.946,0.012,0.2,0.094,4.0,Orégano,0.07,,2.0,6.0,"colher de chá, moída",,yfgkJHa6g4,g,0.048,,com.sec.android.app.shealth,1.16,0.33333334,1c3bc4bf-e958-43be-a5d4-bb708a892d4a,1,
366.0,3.3333333,10.111112,10.0,8.0,"1279 kcal, por 822g",,fatsecret-6023936,220,419.0,1.7,11.68,2023-08-23 16:12:15.371,2023-08-23 16:12:15.371,6.931,11.08,1.164,16.5,Risoto de Funghi,1.53,,12.538462,342.0,xícara,,xoyixJvqZs,g,3.126,,com.sec.android.app.shealth,48.44,0.64327484,46b04b29-7258-4dbf-a99e-7bb8cde62d9d,1,
,0.0,0.0,0.0,0.0,"0 kcal, por 1 colher de sopa (15ml)",,fatsecret-4858241,15,570.0,0.0,0.0,2023-09-02 00:52:30.636,2023-08-31 23:02:46.095,,0.0,,0.0,Shoyu Light(Sakura),,,0.0,0.0,porção,,xoyixJvqZs,ml,0.0,0.0,com.sec.android.app.shealth,0.0,,4dec5259-4dde-49a0-bec8-a9eb4cd7080a,1,
178.0,0.5555556,62.333332,0.0,0.0,"48 kcal, por 100g",,fatsecret-35931,155,2.0,2.2,0.19,2023-09-07 12:33:06.163,2020-12-29 00:10:19.632,0.022,0.84,0.065,2.3888888,Abacaxi,14.35,,1.5384616,74.0,"xícara, cortado em cubos",,xoyixJvqZs,g,0.014,,com.sec.android.app.shealth,19.58,2.0945945,4f9fecde-d6ad-4cd4-810f-cc2414c1b52c,1,
181.0,0.5555556,4.777778,0.0,0.0,"12 kcal, por 100g",,fatsecret-36377,133,3.0,0.9,0.21,2023-09-04 00:38:00.766,2023-09-04 00:34:14.588,0.003,0.78,0.004,1.6111112,Pepino (Descascado),1.84,,1.4615384,16.0,"xícara, aparado, cortado",,xoyixJvqZs,g,0.017,,com.sec.android.app.shealth,2.87,8.3125,5f0e08ee-1250-404c-96a2-11b140266e78,1,
511.0,26.0,29.0,,5.0,"744 kcal, por 771g",,fatsecret-4661609,195,464.0,4.4,7.04,2020-12-29 16:57:35.134,2020-12-29 16:57:35.134,1.837,3.78,3.772,6.0,Salada de Maionese,4.98,,2.0,188.0,xícara,,yfgkJHa6g4,g,1.047,0.0,com.sec.android.app.shealth,29.09,1.0372341,67d13202-91f5-4c45-b192-e2554a7c3adb,1,
,0.0,0.0,0.0,,"653 kcal, por 9 colheres de sopa (170g)",,fatsecret-16579029,170,270.0,,1.0,2023-10-02 21:57:59.698,2023-08-14 20:11:01.320,,41.0,,0.0,Hiper Mass Sabor Chocolate(Growth Supplements),,,0.0,653.0,porção,,xoyixJvqZs,g,0.0,1.0,com.sec.android.app.shealth,120.0,0.2603369,5f083f92-755e-4c41-a67a-aaf1b7e680e7,1,
236.0,2.8888888,2.5555556,5.0,55.0,"1689 kcal, por 877g",,fatsecret-64642298,100,297.0,1.1,3.88,2023-09-20 15:49:11.916,2023-09-20 15:49:11.916,1.144,16.07,0.451,9.388889,Lasanha de Camarão,1.27,,8.230769,193.0,g,,xoyixJvqZs,g,1.839,0.078,com.sec.android.app.shealth,22.45,0.5192308,ba2e04cf-d128-466e-8c2f-bdff76b13776,100,
60.0,0.44444445,0.22222222,0.0,21.0,"1362 kcal, por 675g",,fatsecret-546030,28,134.0,0.1,3.69,2023-09-30 15:07:42.005,2023-09-06 20:02:01.907,1.57,3.47,0.163,2.7777777,Almôndegas de Carne de Vaca,0.42,,1.0,57.0,média,,xoyixJvqZs,g,1.394,0.205,com.sec.android.app.shealth,2.12,0.5,05020749-d013-4c00-82ae-85f2ed09d9a8,1,
672.0,0.0,3.0,0.0,0.0,"351 kcal, por 213g",,fatsecret-3253,196,431.0,14.5,13.25,2023-08-30 17:01:37.304,2020-12-30 17:10:53.961,4.353,16.44,6.495,33.77778,Lentilhas Cozidas,3.29,,2.6923077,323.0,xícara,,xoyixJvqZs,g,1.68,,com.sec.android.app.shealth,36.71,0.60681117,8008807b-197e-40fe-abbf-bf630b4c083b,1,
,0.0,0.0,0.0,,"34 kcal, por 1 colher de sopa (12g)",,fatsecret-62991039,12,83.0,,3.3,2023-10-06 00:45:58.556,2023-10-06 00:45:58.556,,0.0,,0.0,Maionese de Alho(Cepêra),,,0.0,34.0,porção,,xoyixJvqZs,g,0.6,,com.sec.android.app.shealth,1.1,0.3529412,e4465d47-b025-4e55-a221-be7fdce00fa1,1,
,,,,0.0,"65 kcal, por 1 bola (60g)",,fatsecret-13426123,60,30.0,0.0,0.0,2020-12-31 15:33:36.978,2020-12-31 15:33:36.978,,0.0,,,Sorbet de Manga e Maracujá(Nestlé),,,,65.0,porção,,yfgkJHa6g4,g,0.0,0.0,com.sec.android.app.shealth,16.0,0.9230769,fa3a5e16-06b5-4206-8983-be2b77b25320,1,
,0.0,0.0,0.0,,"119 kcal, por 1 porção (140g)",,fatsecret-41017471,140,,,3.0,2023-09-29 23:47:04.907,2023-08-31 23:02:46.095,,18.0,,0.0,Hossomaki de Salmão(Pão de Açúcar),,,0.0,119.0,porção,,xoyixJvqZs,g,,,com.sec.android.app.shealth,6.9,1.1764706,22b870a6-5d7a-449b-8cfa-202eb38b181e,1,
0.0,0.0,0.0,0.0,0.0,"132.0 kcal, 1",,quickinput-1243c2b4-8c5b-4b0b-b289-7323495fffce,1,0.0,4.0,0.0,2023-09-25 14:04:44.801,2023-03-30 21:06:24.667,0.0,2.0,0.0,0.0,damasco mercatto,0.0,0.0,0.0,132.0,porção,,xoyixJvqZs,120001,0.0,0.0,com.sec.android.app.shealth,31.0,1.0,c236138c-f8e1-4134-b5f0-797939b89bf1,1,
32.0,0.0,0.0,0.0,0.0,"53 kcal, por 100g",,fatsecret-38416,18,600.0,0.1,0.01,2023-08-27 23:57:00.955,2023-08-27 23:57:00.955,0.002,0.93,0.006,2.0,Molho de Soja (Shoyu) (Baixo Teor de Sódio),0.31,,0.23076923,10.0,colher de sopa,,xoyixJvqZs,g,0.002,,com.sec.android.app.shealth,1.53,1.8888888,14713fe1-cf1c-48a5-9120-af71052c812c,1,
,0.0,0.0,0.0,0.0,"133 kcal, por 1/2 xícara (40g)",,fatsecret-11815596,40,47.0,5.0,2.6,2023-08-15 18:20:14.554,2023-03-30 21:17:13.601,,10.3,,0.0,Granola Gran Protein(Naturale),,,0.0,133.0,porção,,xoyixJvqZs,g,0.5,0.0,com.sec.android.app.shealth,20.0,0.30075186,680437bf-0d1f-498f-ae62-5dff9bf1356b,1,
0.0,0.0,0.0,0.0,0.0,"300 kcal, por 100g",,fatsecret-49842412,100,376.0,4.0,5.6,2023-08-22 22:39:56.550,2023-08-22 22:39:56.550,1.0,11.0,3.2,0.0,Pão de Hambúrguer Brioche(Wickbold),,,0.0,300.0,porção,,xoyixJvqZs,g,1.4,0.0,com.sec.android.app.shealth,52.0,0.33333334,b9e03560-f612-49de-83f9-fc361c1e4211,1,
,0.0,0.0,0.0,,"180 kcal, por 1 unidade (50g)",,fatsecret-22955458,50,164.0,0.2,3.8,2023-10-04 23:12:05.905,2023-09-28 00:52:02.206,,5.5,,0.0,Pão de Brioche Para Hambúrguer(Casa Victoriana),,,0.0,180.0,porção,,xoyixJvqZs,g,1.0,0.0,com.sec.android.app.shealth,31.0,0.2777778,fb446a69-67c3-4904-a5dd-a3251b0e65db,1,
292.0,5.7777777,17.333334,0.0,0.0,"18 kcal, por 100g",,fatsecret-6138,123,6.0,1.5,0.25,2023-10-05 16:30:35.860,2018-09-08 16:35:48.962,0.063,1.08,0.166,1.8333334,Tomates,3.23,,0.9230769,22.0,"médio e inteiro (6,5 cm diâmetro)",,xoyixJvqZs,g,0.057,,com.sec.android.app.shealth,4.82,5.6875,45c22f3c-3efa-4666-a695-624cbff0b07f,1,
,0.0,0.0,0.0,,"77 kcal, por 1 unidade (15g)",,fatsecret-6140834,15,28.0,0.6,4.2,2023-09-14 22:10:04.933,2023-09-14 22:10:04.933,,2.6,,0.0,Paçoquita (15g)(Santa Helena),,,0.0,77.0,porção,,xoyixJvqZs,g,0.6,,com.sec.android.app.shealth,7.2,0.19480519,1c35651c-d2d4-41fc-a1d8-6a8963c2515a,1,
0.0,0.0,0.0,0.0,0.0,"63 kcal, por 1 colher de sopa (30g)",,fatsecret-2295905,30,115.0,0.0,5.5,2023-09-02 00:52:30.745,2023-09-02 00:52:30.745,0.0,2.2,0.0,0.0,Cream Cheese Light(Philadelphia),0.0,,0.0,63.0,porção,,xoyixJvqZs,g,3.5,0.0,com.sec.android.app.shealth,1.1,0.47619048,9fa70ccb-1fe1-4e23-8eb2-ee3e45df37a3,1,
270.0,0.0,0.0,0.0,71.0,"254 kcal, por 100g",,fatsecret-40406,100,67.0,0.0,20.0,2023-09-27 01:21:54.184,2018-09-20 21:37:11.844,8.757,17.17,0.521,10.777778,Carne de Vaca Moída (80% Magra / 20% de Gordura),0.0,,1.3846154,254.0,g,,xoyixJvqZs,g,7.672,1.232,com.sec.android.app.shealth,0.0,0.3943662,b4472fc8-2b22-40df-9069-be7da3e64041,100,
369.0,0.0,0.0,0.0,63.0,"187 kcal, por 100g",,fatsecret-40463,100,61.0,0.0,6.72,2023-09-07 19:05:06.222,2023-09-06 20:02:01.906,2.684,29.51,0.24,11.166667,Contra-filé Grelhado,0.0,,1.3076923,187.0,g,,xoyixJvqZs,g,2.56,,com.sec.android.app.shealth,0.0,0.5349057,64e6671d-07f5-44d9-b231-01ad9d7acede,100,
416.0,1.6666666,11.666667,0.0,0.0,"86 kcal, por 100g",,fatsecret-6243,154,23.0,4.2,1.82,2023-09-04 00:38:00.801,2023-09-04 00:38:00.801,0.534,4.96,0.861,4.4444447,Milho,4.96,,0.23076923,132.0,xícara,,xoyixJvqZs,g,0.28,,com.sec.android.app.shealth,29.29,1.1666666,29915ff6-33bc-4897-83dc-8eef1fb93c20,1,
344.0,0.0,0.0,0.0,73.0,"347 kcal, por 151g",,fatsecret-6641911,100,60.0,0.0,13.77,2023-10-01 18:32:56.676,2023-10-01 18:32:56.676,5.791,24.79,0.528,12.888889,Churrasco,0.0,,0.9230769,230.0,g,,xoyixJvqZs,g,5.343,,com.sec.android.app.shealth,0.0,0.4347826,ac5d6515-c871-484f-af78-982762efafc8,100,
,0.0,0.0,0.0,0.0,"205 kcal, por 1 porção (131g)",,fatsecret-4493408,131,194.0,0.0,7.9,2023-09-29 23:47:04.949,2023-09-29 23:47:04.949,,15.0,,0.0,Temaki Salmão Cream(Makis Place),,,0.0,205.0,porção,,xoyixJvqZs,g,2.4,0.0,com.sec.android.app.shealth,19.0,0.6390244,9b255f7d-0146-44f0-b87e-8a87ca2d47cb,1,
216.0,3.4444444,0.0,0.0,32.0,"249 kcal, por 100g",,fatsecret-1947,100,421.0,1.4,13.25,2023-09-16 16:22:35.825,2023-08-21 16:34:41.496,6.006,11.04,4.324,5.611111,Filé de Peixe no Forno ou Grelhado,2.5,,2.0,249.0,g,,xoyixJvqZs,g,1.989,,com.sec.android.app.shealth,21.18,0.39929578,9375097b-e2c8-42fb-9654-127d9ca96480,100,
,0.0,0.0,0.0,,"47 kcal, por 1 fatia (30g)",,fatsecret-3281117,30,96.0,0.0,3.1,2023-09-04 13:51:59.841,2023-09-04 13:51:59.841,,3.9,,0.0,Ricota Fresca(Quatá),,,0.0,47.0,porção,,xoyixJvqZs,g,1.9,0.0,com.sec.android.app.shealth,0.8,0.63829786,9ff35839-4634-420f-bb3a-1504773159eb,1,
,0.0,0.0,0.0,0.0,"83 kcal, por 100g",,fatsecret-8217224,100,72.0,4.0,3.0,2023-09-27 15:42:48.021,2023-09-27 15:42:48.021,,6.0,,0.0,Carne de Soja Moída(Pronto Light),,,0.0,83.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,8.0,1.2048193,ea5ac71a-a582-481d-a5ad-f84018b9de82,1,
397.0,3.0,2.1111112,0.0,85.0,"1029 kcal, por 944g",,fatsecret-450773,113,392.0,0.0,1.33,2023-09-21 16:22:11.838,2023-09-20 15:49:11.915,0.235,25.53,0.543,2.2222223,Peixe Grelhado,0.09,,1.2307693,123.0,"filé (16 cm x 7,5 cm x 1 cm)",,xoyixJvqZs,g,0.289,,com.sec.android.app.shealth,0.31,0.92,3077ad17-1147-4990-a889-1fb2fac495e9,1,
147.0,14.666667,0.11111111,0.0,7.0,"420 kcal, por 289g",,fatsecret-1238,100,333.0,0.2,10.47,2023-08-31 16:10:48.014,2023-08-31 16:10:48.014,4.533,3.72,2.622,1.7777778,Molho Branco,4.85,,8.538462,145.0,g,,xoyixJvqZs,g,2.749,,com.sec.android.app.shealth,9.2,0.6906077,2b5b71d1-f03d-4a49-b4d9-707832eda5f5,100,
,0.0,0.0,0.0,,"64 kcal, por 1 fatias (20g)",,fatsecret-13278130,20,128.0,0.0,4.8,2023-08-29 22:25:47.338,2023-08-29 22:25:47.338,,4.8,,0.0,Queijo Mussarela(Sadia),,,0.0,64.0,porção,,xoyixJvqZs,g,2.6,0.0,com.sec.android.app.shealth,0.4,0.3125,79d777c1-7727-4b20-b669-5298c3f289cc,1,
28.0,0.0,0.0,0.0,0.0,"46 kcal, por 1 copo (200ml)",,fatsecret-4358763,200,99.0,0.0,0.0,2023-09-14 20:01:03.084,2023-09-14 20:01:03.084,,0.0,,0.0,Limão(Gatorade),6.9,,0.0,46.0,porção,,xoyixJvqZs,ml,0.0,0.0,com.sec.android.app.shealth,12.0,,b3351e0c-77fe-449b-b255-443e9521da7b,1,
318.0,0.0,0.0,0.0,,"99 kcal, por 1 colheres de sopa (125g)",,fatsecret-3779496,125,663.0,5.3,0.5,2023-09-16 16:22:56.115,2023-09-16 16:22:56.115,,5.8,,0.0,Feijão Carioca(Quero),0.0,,0.0,99.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,18.0,1.2626263,062fa987-c7b5-4bc1-9791-3b508d1580f3,1,
,0.0,0.0,0.0,0.0,"126 kcal, por 2 colheres de sopa (25g)",,fatsecret-11743425,25,91.0,0.0,6.7,2023-09-07 23:13:11.182,2023-09-07 23:13:11.182,,6.2,,0.0,Leite em Pó Ninho(Nestlé),9.6,,0.0,126.0,porção,,xoyixJvqZs,g,3.8,0.0,com.sec.android.app.shealth,10.0,0.1984127,7e3287c4-3adc-4f70-aa4e-1f65fa85fb0b,1,
133.0,3.0,23.777779,0.0,0.0,"53 kcal, por 106g",,fatsecret-5856274,85,2.0,1.4,0.25,2023-10-06 12:28:59.441,2023-08-14 20:02:37.712,0.048,0.65,0.052,0.6666667,Bergamota,8.48,,2.3076923,42.0,unidade,,xoyixJvqZs,g,0.031,,com.sec.android.app.shealth,10.7,2.0238094,71e42b0c-d2fa-44ad-b058-822e6c872767,1,
63.0,0.0,0.0,0.0,0.0,"158 kcal, por 101g",,fatsecret-285243,140,326.0,2.5,1.29,2023-09-20 15:49:11.696,2023-08-23 16:12:15.371,0.182,8.07,0.444,10.277778,Penne,0.78,,0.7692308,220.0,"xícara, cozido",,xoyixJvqZs,g,0.245,,com.sec.android.app.shealth,42.95,0.6363636,534bdeb1-2fd2-4859-829e-10ebd99efa8e,1,
234.0,95.0,4.0,0.0,0.0,"55 kcal, por 156g",,fatsecret-6041,100,296.0,3.0,0.18,2023-08-29 16:53:54.527,2023-08-23 16:12:15.368,0.007,0.76,0.106,1.8888888,Cenouras Cozidas (Cozinhado sem Gordura Adicionada),3.43,,2.3076923,35.0,g,,xoyixJvqZs,g,0.037,,com.sec.android.app.shealth,8.17,2.862745,c38e2a36-5ba5-48f0-bb84-c26b5815df64,100,
,0.0,0.0,0.0,0.0,"210 kcal, por 1/2 saquinho (63g)",,fatsecret-3805384,63,0.0,2.0,0.0,2023-09-07 01:54:02.816,2023-09-07 01:54:02.816,,4.0,,0.0,Arroz com Funghi(Tio João),,,0.0,210.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,47.0,0.29761904,4dafe539-713d-4dd4-a4c2-40f77c6d33fe,1,
,0.0,0.0,0.0,0.0,"43 kcal, por 100g",,fatsecret-6922505,100,164.0,0.0,0.2,2023-10-03 00:53:36.408,2023-09-20 13:23:25.182,,9.2,,0.0,Clara de Ovo Pasteurizada Resfriada(Naturovos),,,0.0,43.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,1.0,2.3255813,52652f30-665c-4283-a2d2-d3386b6b0f14,1,
16.0,1.3333334,3.0,0.0,0.0,"25 kcal, por 100g",,fatsecret-36452,6,0.0,0.2,0.01,2023-09-02 00:52:30.673,2023-08-27 23:57:00.955,0.001,0.11,0.002,0.6666667,Cebolinha Verde,0.13,,0.30769232,2.0,colher de sopa,,xoyixJvqZs,g,0.001,,com.sec.android.app.shealth,0.34,3.0,4d0d97fd-8ea7-49e3-b843-5ad028b4ec1c,1,
468.0,0.0,0.0,0.0,0.0,"573 kcal, por 100g",,fatsecret-3409,100,11.0,11.8,49.67,2023-08-27 23:57:00.955,2023-08-27 23:57:00.955,18.759,17.73,21.773,80.833336,Gergelim,0.3,,75.0,573.0,g,,xoyixJvqZs,g,6.957,,com.sec.android.app.shealth,23.45,0.17454545,c320fc82-ba78-4187-9b2d-d7c62309d7bc,100,
,0.0,0.0,0.0,,"223 kcal, por 100g",,fatsecret-4077449,100,606.0,2.4,1.9,2023-09-05 23:08:36.191,2023-09-05 23:08:36.191,,8.0,,0.0,Ravioli de Carne(Massa Leve),,,0.0,223.0,porção,,xoyixJvqZs,g,0.9,0.3,com.sec.android.app.shealth,44.0,0.44843048,68483ab4-4abe-414a-a908-4f314edc1cf2,1,
300.0,0.0,3.4444444,0.0,0.0,"274 kcal, por 100g",,fatsecret-5762,57,171.0,1.9,8.01,2023-09-08 16:52:45.615,2023-09-05 11:55:18.840,4.664,1.98,1.304,3.8333333,Batatas Fritas,0.33,,0.53846157,156.0,pedido,,xoyixJvqZs,g,1.869,,com.sec.android.app.shealth,20.33,0.36458334,887d6271-2885-449e-84f5-f47eb2b92fa5,1,
,0.0,0.0,0.0,0.0,"125 kcal, por 1/2 xícara de chá (40g)",,fatsecret-17355400,40,14.0,3.7,3.9,2023-09-05 12:55:33.601,2023-09-05 12:55:33.601,,4.5,,0.0,Granola Diet(Natural Life),,,0.0,125.0,porção,,xoyixJvqZs,g,0.7,0.0,com.sec.android.app.shealth,20.0,0.32,4d8b3ce2-eadc-4d14-b6db-c2902b118fa2,1,
,0.0,0.0,0.0,0.0,"142 kcal, por 1 hambúrguer (80g)",,fatsecret-1653875,80,531.0,1.0,7.6,2023-09-27 01:22:23.121,2023-08-29 22:25:47.336,,16.0,,0.0,Hambúrguer de Carne Bovina(Sadia),0.0,,0.0,142.0,porção,,xoyixJvqZs,g,4.1,0.0,com.sec.android.app.shealth,1.6,0.5633803,c178d048-39a9-4e4f-9dfe-aa3ced386111,1,
,0.0,0.0,0.0,,"349 kcal, por 7 colheres de sopa (70g)",,fatsecret-6841221,70,573.0,,36.0,2023-09-19 23:39:56.207,2023-09-19 23:39:56.207,,1.0,,0.0,Molho Rosé(Ragazzo),,,0.0,349.0,porção,,xoyixJvqZs,g,,,com.sec.android.app.shealth,6.0,0.20057307,5ef37f8f-6c42-4e2b-88f3-b1537375a3eb,1,
,0.0,0.0,0.0,0.0,"48 kcal, por 1 colher de sopa (20g)",,fatsecret-26084485,20,0.0,0.0,0.0,2023-08-29 00:56:21.204,2023-08-23 23:49:34.188,,0.0,,0.0,Farinha de Tapioca(Mika),,,0.0,48.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,12.0,0.41666666,bb7d39ce-dc12-4251-97d7-ad925cf7a5dc,1,
,0.0,0.0,0.0,,"105 kcal, por 3 unidades (80g)",,fatsecret-15904179,80,473.0,,4.0,2023-09-30 15:06:52.487,2023-09-30 15:06:52.487,,12.0,,0.0,Almôndega de Carne Bovina(Korin),,,0.0,105.0,porção,,xoyixJvqZs,g,2.0,,com.sec.android.app.shealth,4.0,0.7619048,63daf5e9-0548-46c9-9185-74203fa2f95f,1,
,0.0,0.0,0.0,,"271 kcal, por 1 porção (182g)",,fatsecret-4593959,182,259.0,,7.9,2023-09-29 23:47:04.949,2023-09-29 23:47:04.949,,16.0,,0.0,Uramaki Salmão(Makis Place),,,0.0,271.0,porção,,xoyixJvqZs,g,2.4,,com.sec.android.app.shealth,34.0,0.6715867,964c008c-5ee5-4e27-8978-7dfde704a236,1,
254.0,0.6666667,0.0,0.0,84.0,"165 kcal, por 101g",,fatsecret-1643,100,396.0,0.0,3.54,2023-08-24 23:42:16.651,2023-08-24 23:42:16.651,1.23,30.76,0.764,5.7222223,Peito de Frango (Pele Não Consumida),0.0,,1.1538461,164.0,g,,xoyixJvqZs,g,1.002,,com.sec.android.app.shealth,0.0,0.6097561,c0907bb9-60eb-4314-85c9-a95508096146,100,
443.0,0.11111111,15.666667,0.0,0.0,"144 kcal, por 187g",,fatsecret-7079802,100,6.0,2.0,0.12,2023-09-25 16:27:47.923,2023-09-25 16:27:47.923,0.002,1.9,0.035,2.9444442,Batata Inglesa Cozida,1.25,,0.6923077,77.0,g,,xoyixJvqZs,g,0.021,,com.sec.android.app.shealth,17.13,1.3020834,c16466dd-95ff-4e84-b09c-ed82e3c81c2d,100,
224.0,9.555555,2.5555556,0.0,183.0,"1450 kcal, por 941g",,fatsecret-2179,100,512.0,0.0,5.03,2023-09-07 01:54:02.692,2023-09-04 00:38:00.801,1.698,24.47,1.671,16.166666,Camarão no Forno ou Grelhado,0.0,,4.8461537,154.0,g,,xoyixJvqZs,g,0.949,,com.sec.android.app.shealth,1.17,0.6511628,c979764b-b2b9-4da1-a8f2-b65d00062684,100,
,0.0,0.0,0.0,4.0,"128 kcal, por 22 unidades (30g)",,fatsecret-12829639,30,197.0,3.0,5.2,2023-08-27 23:57:00.955,2023-08-27 23:57:00.955,,2.9,,0.0,Crunchy Couve(Banana Brasil),,,0.0,128.0,porção,,xoyixJvqZs,g,0.6,0.0,com.sec.android.app.shealth,17.0,0.234375,aee70dca-7a54-4267-a48e-64469566c33d,1,
296.0,0.0,0.0,0.0,65.0,"171 kcal, por 100g",,fatsecret-40392,85,55.0,0.0,5.57,2023-09-25 00:09:58.533,2023-09-25 00:09:58.533,2.313,22.35,0.278,13.388889,"Carne de Vaca Moída (95% Magro / 5% Gordo, Cozido, Grelhado)",0.0,,0.46153846,145.0,porção (85 g),,xoyixJvqZs,g,2.53,0.142,com.sec.android.app.shealth,0.0,0.5862069,636410fb-a87d-4631-943e-fe7ae8c37a11,1,
0.0,0.0,0.0,0.0,0.0,"104 kcal, por 1 unidade (20g)",,fatsecret-1450864,20,26.0,0.0,5.9,2023-08-26 16:14:54.397,2023-08-26 16:14:54.397,0.0,1.0,0.0,0.0,Ouro Branco(Lacta),10.0,,0.0,104.0,porção,,xoyixJvqZs,g,3.0,0.0,com.sec.android.app.shealth,12.0,0.1923077,6b0bcc73-cad3-441d-87c3-2eff81876109,1,
,0.0,0.0,0.0,,"190 kcal, por 100g",,fatsecret-60528546,100,60.0,0.0,12.0,2023-08-22 16:57:10.257,2023-08-21 23:33:36.949,,21.0,,0.0,Carne Moída de Patinho(Zaffari),,,0.0,190.0,porção,,xoyixJvqZs,g,5.0,0.0,com.sec.android.app.shealth,1.0,0.5263158,8f692c19-7726-4e14-9632-e742749c825e,1,
162.0,0.11111111,13.666667,0.0,0.0,"1851 kcal, por 710g",,fatsecret-5232054,70,199.0,1.1,10.03,2023-09-27 15:42:48.022,2023-09-27 15:42:48.022,4.521,0.84,3.983,0.9444444,Aipim Frito,1.01,,0.7692308,182.0,porção (70 g),,xoyixJvqZs,g,1.04,,com.sec.android.app.shealth,22.68,0.38255033,84903cac-8de4-437d-8df4-9858ec56b07e,1,
375.0,0.0,0.0,0.0,0.0,"49 kcal, por 100g",,fatsecret-54019842,100,10.0,3.4,0.1,2023-08-21 16:34:41.494,2023-08-21 16:34:41.494,,1.9,,0.0,Beterraba Crua(Hortifruti),,,0.0,49.0,porção,,xoyixJvqZs,g,,,com.sec.android.app.shealth,11.1,2.0408163,2b0a422c-bfd8-488c-8434-5931ff74ec8e,1,
